Observation station,Year,Month,Day,Time [Local time],Wind speed [m/s],Snow depth [cm],Precipitation amount [mm],Air temperature [°C],Relative humidity [%],Dew-point temperature [°C],Gust speed [m/s]
"Sodankylä Tähtelä","2023","02","10","10:30","1.5","65","0","-6.3","94","-7.1","2.4"
"Sodankylä Tähtelä","2023","02","10","10:31","1.6","65","0","-6.3","95","-7","2.5"
"Sodankylä Tähtelä","2023","02","10","10:32","1.6","65","0","-6.3","95","-7","2.6"
"Sodankylä Tähtelä","2023","02","10","10:33","1.6","65","0","-6.3","95","-7","2.7"
"Sodankylä Tähtelä","2023","02","10","10:34","1.7","65","0","-6.3","95","-7","3"
"Sodankylä Tähtelä","2023","02","10","10:35","1.8","65","0","-6.3","95","-7","3"
"Sodankylä Tähtelä","2023","02","10","10:36","1.9","65","0","-6.3","95","-7","3.1"
"Sodankylä Tähtelä","2023","02","10","10:37","2","65","0","-6.3","94","-7","3.2"
"Sodankylä Tähtelä","2023","02","10","10:38","2","65","0","-6.3","94","-7","3.2"
"Sodankylä Tähtelä","2023","02","10","10:39","2","65","0","-6.3","94","-7","3.2"
"Sodankylä Tähtelä","2023","02","10","10:40","2.1","65","0","-6.3","94","-7","3.6"
"Sodankylä Tähtelä","2023","02","10","10:41","2.2","65","0","-6.2","94","-7","3.6"
"Sodankylä Tähtelä","2023","02","10","10:42","2.2","65","0","-6.2","94","-7","3.6"
"Sodankylä Tähtelä","2023","02","10","10:43","2.3","65","0","-6.2","94","-7","3.9"
"Sodankylä Tähtelä","2023","02","10","10:44","2.3","65","0","-6.2","94","-7","3.9"
"Sodankylä Tähtelä","2023","02","10","10:45","2.3","65","0","-6.2","94","-7","3.9"
"Sodankylä Tähtelä","2023","02","10","10:46","2.3","65","0","-6.2","95","-6.9","3.9"
"Sodankylä Tähtelä","2023","02","10","10:47","2.3","65","0","-6.1","95","-6.8","3.9"
"Sodankylä Tähtelä","2023","02","10","10:48","2.3","65","0","-6.1","95","-6.7","3.9"
"Sodankylä Tähtelä","2023","02","10","10:49","2.2","65","0","-6","96","-6.5","3.9"
"Sodankylä Tähtelä","2023","02","10","10:50","2.3","65","0","-5.9","96","-6.4","3.9"
"Sodankylä Tähtelä","2023","02","10","10:51","2.3","65","0","-5.9","96","-6.3","3.9"
"Sodankylä Tähtelä","2023","02","10","10:52","2.2","65","0","-5.8","97","-6.3","3.9"
"Sodankylä Tähtelä","2023","02","10","10:53","2.2","65","0","-5.8","97","-6.2","3.7"
"Sodankylä Tähtelä","2023","02","10","10:54","2.1","65","0","-5.7","97","-6.1","3.7"
"Sodankylä Tähtelä","2023","02","10","10:55","2","65","0","-5.6","97","-6","3.7"
"Sodankylä Tähtelä","2023","02","10","10:56","2.1","65","0","-5.6","97","-5.9","3.7"
"Sodankylä Tähtelä","2023","02","10","10:57","2.1","65","0","-5.5","97","-5.9","3.7"
"Sodankylä Tähtelä","2023","02","10","10:58","2.1","65","0","-5.5","97","-5.8","4.6"
"Sodankylä Tähtelä","2023","02","10","10:59","2.2","65","0","-5.4","98","-5.8","4.6"
"Sodankylä Tähtelä","2023","02","10","11:00","2.1","65","0","-5.4","98","-5.7","4.6"
"Sodankylä Tähtelä","2023","02","10","11:01","2","65","0","-5.3","98","-5.6","4.6"
"Sodankylä Tähtelä","2023","02","10","11:02","2.1","65","0","-5.2","98","-5.5","4.6"
"Sodankylä Tähtelä","2023","02","10","11:03","2.2","65","0","-5.1","98","-5.3","4.6"
"Sodankylä Tähtelä","2023","02","10","11:04","2.2","65","0","-5","98","-5.2","4.6"
"Sodankylä Tähtelä","2023","02","10","11:05","2.3","65","0","-4.9","98","-5.2","4.6"
"Sodankylä Tähtelä","2023","02","10","11:06","2.2","65","0","-4.8","98","-5.1","4.6"
"Sodankylä Tähtelä","2023","02","10","11:07","2.3","65","0","-4.8","98","-5","4.6"
"Sodankylä Tähtelä","2023","02","10","11:08","2.3","65","0","-4.7","98","-4.9","4.6"
"Sodankylä Tähtelä","2023","02","10","11:09","2.2","65","0","-4.7","98","-4.9","4.6"
"Sodankylä Tähtelä","2023","02","10","11:10","2.3","65","0","-4.6","98","-4.8","4.6"
"Sodankylä Tähtelä","2023","02","10","11:11","2.4","65","0","-4.6","98","-4.8","4.6"
"Sodankylä Tähtelä","2023","02","10","11:12","2.4","65","0","-4.5","98","-4.8","4.6"
"Sodankylä Tähtelä","2023","02","10","11:13","2.4","65","0","-4.4","98","-4.7","4.6"
"Sodankylä Tähtelä","2023","02","10","11:14","2.5","65","0","-4.4","98","-4.6","5"
"Sodankylä Tähtelä","2023","02","10","11:15","2.6","65","0","-4.3","98","-4.6","5"
"Sodankylä Tähtelä","2023","02","10","11:16","2.7","65","0","-4.3","98","-4.6","5"
"Sodankylä Tähtelä","2023","02","10","11:17","2.7","65","0","-4.2","97","-4.6","5"
"Sodankylä Tähtelä","2023","02","10","11:18","2.7","65","0","-4.2","97","-4.6","5"
"Sodankylä Tähtelä","2023","02","10","11:19","2.7","65","0","-4.1","97","-4.6","5"
"Sodankylä Tähtelä","2023","02","10","11:20","2.6","65","0","-4.1","97","-4.6","5.1"
"Sodankylä Tähtelä","2023","02","10","11:21","2.6","65","0","-4.1","96","-4.6","5.1"
"Sodankylä Tähtelä","2023","02","10","11:22","2.7","65","0","-4","96","-4.6","5.1"
"Sodankylä Tähtelä","2023","02","10","11:23","2.8","65","0","-4","96","-4.6","5.1"
"Sodankylä Tähtelä","2023","02","10","11:24","2.8","65","0","-4","96","-4.6","5.1"
"Sodankylä Tähtelä","2023","02","10","11:25","2.7","65","0","-4","95","-4.6","5.1"
"Sodankylä Tähtelä","2023","02","10","11:26","2.7","65","0","-3.9","95","-4.6","5.1"
"Sodankylä Tähtelä","2023","02","10","11:27","2.8","65","0","-3.9","95","-4.6","6.4"
"Sodankylä Tähtelä","2023","02","10","11:28","2.9","65","0","-3.9","94","-4.7","6.4"
"Sodankylä Tähtelä","2023","02","10","11:29","2.9","65","0","-3.9","94","-4.7","6.4"
"Sodankylä Tähtelä","2023","02","10","11:30","3","65","0","-3.9","94","-4.7","6.4"
"Sodankylä Tähtelä","2023","02","10","11:31","2.9","65","0","-3.9","94","-4.7","6.4"
"Sodankylä Tähtelä","2023","02","10","11:32","2.9","65","0","-3.9","94","-4.8","6.4"
"Sodankylä Tähtelä","2023","02","10","11:33","2.7","65","0","-3.9","93","-4.8","6.4"
"Sodankylä Tähtelä","2023","02","10","11:34","2.7","65","0","-3.9","93","-4.8","6.4"
"Sodankylä Tähtelä","2023","02","10","11:35","2.7","65","0","-3.9","93","-4.8","6.4"
"Sodankylä Tähtelä","2023","02","10","11:36","2.7","65","0","-3.9","93","-4.8","6.4"
"Sodankylä Tähtelä","2023","02","10","11:37","2.7","65","0","-3.9","93","-4.8","5.9"
"Sodankylä Tähtelä","2023","02","10","11:38","2.5","65","0","-3.8","93","-4.8","5.7"
"Sodankylä Tähtelä","2023","02","10","11:39","2.7","65","0","-3.8","93","-4.9","5.7"
"Sodankylä Tähtelä","2023","02","10","11:40","2.6","65","0","-3.8","92","-4.9","5.7"
"Sodankylä Tähtelä","2023","02","10","11:41","2.7","65","0","-3.8","92","-4.9","5.7"
"Sodankylä Tähtelä","2023","02","10","11:42","2.5","65","0","-3.8","92","-5","5.7"
"Sodankylä Tähtelä","2023","02","10","11:43","2.5","65","0","-3.8","91","-5.1","5.7"
"Sodankylä Tähtelä","2023","02","10","11:44","2.4","65","0","-3.8","91","-5","5.7"
"Sodankylä Tähtelä","2023","02","10","11:45","2.5","65","0","-3.8","91","-5","5.7"
"Sodankylä Tähtelä","2023","02","10","11:46","2.5","65","0","-3.8","91","-5","5.2"
"Sodankylä Tähtelä","2023","02","10","11:47","2.4","65","0","-3.8","91","-5.1","5.2"
"Sodankylä Tähtelä","2023","02","10","11:48","2.5","65","0","-3.8","91","-5.1","5.2"
"Sodankylä Tähtelä","2023","02","10","11:49","2.5","65","0","-3.8","91","-5.1","5.2"
"Sodankylä Tähtelä","2023","02","10","11:50","2.5","65","0","-3.8","91","-5","5.2"
"Sodankylä Tähtelä","2023","02","10","11:51","2.6","65","0","-3.8","91","-5.1","5.2"
"Sodankylä Tähtelä","2023","02","10","11:52","2.8","65","0","-3.8","91","-5.1","5.2"
"Sodankylä Tähtelä","2023","02","10","11:53","2.9","65","0","-3.8","91","-5.1","5.2"
"Sodankylä Tähtelä","2023","02","10","11:54","3","65","0","-3.8","91","-5.1","5.2"
"Sodankylä Tähtelä","2023","02","10","11:55","2.9","65","0","-3.8","91","-5.1","5.1"
"Sodankylä Tähtelä","2023","02","10","11:56","2.9","65","0","-3.8","91","-5.1","5.1"
"Sodankylä Tähtelä","2023","02","10","11:57","2.9","65","0","-3.8","90","-5.2","5.1"
"Sodankylä Tähtelä","2023","02","10","11:58","2.9","65","0","-3.8","90","-5.2","5.1"
"Sodankylä Tähtelä","2023","02","10","11:59","2.8","65","0","-3.8","90","-5.2","5.1"
"Sodankylä Tähtelä","2023","02","10","12:00","2.7","65","0","-3.8","90","-5.2","5"
"Sodankylä Tähtelä","2023","02","10","12:01","2.7","65","0","-3.8","90","-5.2","5"
"Sodankylä Tähtelä","2023","02","10","12:02","2.7","65","0","-3.8","90","-5.2","4.7"
"Sodankylä Tähtelä","2023","02","10","12:03","2.8","65","0","-3.8","90","-5.2","4.7"
"Sodankylä Tähtelä","2023","02","10","12:04","2.8","65","0","-3.8","90","-5.2","4.7"
"Sodankylä Tähtelä","2023","02","10","12:05","2.6","65","0","-3.8","90","-5.2","4.7"
"Sodankylä Tähtelä","2023","02","10","12:06","2.5","65","0","-3.7","90","-5.2","4.7"
"Sodankylä Tähtelä","2023","02","10","12:07","2.5","65","0","-3.7","90","-5.2","4.7"
"Sodankylä Tähtelä","2023","02","10","12:08","2.5","65","0","-3.7","90","-5.2","4.7"
"Sodankylä Tähtelä","2023","02","10","12:09","2.7","65","0","-3.7","90","-5.2","4.7"
"Sodankylä Tähtelä","2023","02","10","12:10","2.7","65","0","-3.7","90","-5.1","4.7"
"Sodankylä Tähtelä","2023","02","10","12:11","2.8","65","0","-3.7","90","-5.1","5.4"
"Sodankylä Tähtelä","2023","02","10","12:12","2.8","65","0","-3.7","90","-5.1","5.4"
"Sodankylä Tähtelä","2023","02","10","12:13","2.7","65","0","-3.7","90","-5.2","5.4"
"Sodankylä Tähtelä","2023","02","10","12:14","2.6","65","0","-3.7","90","-5.1","5.4"
"Sodankylä Tähtelä","2023","02","10","12:15","2.7","65","0","-3.7","90","-5.2","5.4"
"Sodankylä Tähtelä","2023","02","10","12:16","2.7","65","0","-3.7","90","-5.1","5.4"
"Sodankylä Tähtelä","2023","02","10","12:17","2.6","65","0","-3.7","90","-5.1","5.4"
"Sodankylä Tähtelä","2023","02","10","12:18","2.6","65","0","-3.7","90","-5.1","5.4"
"Sodankylä Tähtelä","2023","02","10","12:19","2.5","65","0","-3.7","90","-5.1","5.4"
"Sodankylä Tähtelä","2023","02","10","12:20","2.4","65","0","-3.7","90","-5.1","5.4"
"Sodankylä Tähtelä","2023","02","10","12:21","2.2","65","0","-3.6","90","-5.1","4"
"Sodankylä Tähtelä","2023","02","10","12:22","2","65","0","-3.7","89","-5.1","4"
"Sodankylä Tähtelä","2023","02","10","12:23","1.9","65","0","-3.7","89","-5.2","3.3"
"Sodankylä Tähtelä","2023","02","10","12:24","1.9","65","0","-3.6","89","-5.2","3.3"
"Sodankylä Tähtelä","2023","02","10","12:25","2","65","0","-3.6","89","-5.2","3.9"
"Sodankylä Tähtelä","2023","02","10","12:26","2","65","0","-3.6","89","-5.2","3.9"
"Sodankylä Tähtelä","2023","02","10","12:27","2","65","0","-3.6","89","-5.2","3.9"
"Sodankylä Tähtelä","2023","02","10","12:28","2.1","65","0","-3.6","89","-5.2","3.9"
"Sodankylä Tähtelä","2023","02","10","12:29","2.1","65","0","-3.6","89","-5.2","3.9"
"Sodankylä Tähtelä","2023","02","10","12:30","2.2","65","0","-3.6","89","-5.2","3.9"
"Sodankylä Tähtelä","2023","02","10","12:31","2.2","65","0","-3.6","89","-5.2","4"
"Sodankylä Tähtelä","2023","02","10","12:32","2.3","65","0","-3.6","89","-5.2","4"
"Sodankylä Tähtelä","2023","02","10","12:33","2.4","65","0","-3.6","89","-5.2","4"
"Sodankylä Tähtelä","2023","02","10","12:34","2.5","65","0","-3.6","88","-5.2","4"
"Sodankylä Tähtelä","2023","02","10","12:35","2.4","65","0","-3.6","89","-5.2","4"
"Sodankylä Tähtelä","2023","02","10","12:36","2.4","65","0","-3.6","89","-5.2","4"
"Sodankylä Tähtelä","2023","02","10","12:37","2.4","65","0","-3.6","88","-5.2","4"
"Sodankylä Tähtelä","2023","02","10","12:38","2.2","65","0","-3.6","88","-5.2","4"
"Sodankylä Tähtelä","2023","02","10","12:39","2.2","65","0","-3.6","88","-5.3","4"
"Sodankylä Tähtelä","2023","02","10","12:40","2.1","65","0","-3.6","88","-5.3","4"
"Sodankylä Tähtelä","2023","02","10","12:41","2","65","0","-3.6","88","-5.3","3.7"
"Sodankylä Tähtelä","2023","02","10","12:42","2.1","65","0","-3.6","88","-5.3","3.7"
"Sodankylä Tähtelä","2023","02","10","12:43","2","65","0","-3.6","88","-5.3","3.7"
"Sodankylä Tähtelä","2023","02","10","12:44","2","65","0","-3.6","88","-5.3","3.7"
"Sodankylä Tähtelä","2023","02","10","12:45","1.8","65","0","-3.6","88","-5.3","3.3"
"Sodankylä Tähtelä","2023","02","10","12:46","1.8","65","0","-3.6","88","-5.3","3.3"
"Sodankylä Tähtelä","2023","02","10","12:47","1.7","65","0","-3.6","88","-5.3","3.3"
"Sodankylä Tähtelä","2023","02","10","12:48","1.8","65","0","-3.6","88","-5.3","3.3"
"Sodankylä Tähtelä","2023","02","10","12:49","1.7","65","0","-3.6","88","-5.2","3.3"
"Sodankylä Tähtelä","2023","02","10","12:50","1.8","65","0","-3.6","88","-5.3","3.3"
"Sodankylä Tähtelä","2023","02","10","12:51","1.8","65","0","-3.6","88","-5.3","3.3"
"Sodankylä Tähtelä","2023","02","10","12:52","1.8","65","0","-3.6","88","-5.3","3"
"Sodankylä Tähtelä","2023","02","10","12:53","1.7","65","0","-3.6","88","-5.3","3"
"Sodankylä Tähtelä","2023","02","10","12:54","1.7","65","0","-3.6","88","-5.3","3"
"Sodankylä Tähtelä","2023","02","10","12:55","1.7","65","0","-3.5","88","-5.3","3"
"Sodankylä Tähtelä","2023","02","10","12:56","1.9","65","0","-3.5","88","-5.3","3.4"
"Sodankylä Tähtelä","2023","02","10","12:57","1.9","65","0","-3.6","88","-5.3","3.6"
"Sodankylä Tähtelä","2023","02","10","12:58","1.9","65","0","-3.6","88","-5.3","3.6"
"Sodankylä Tähtelä","2023","02","10","12:59","2","65","0","-3.5","88","-5.3","3.6"
"Sodankylä Tähtelä","2023","02","10","13:00","2","65","0","-3.6","88","-5.3","3.8"
"Sodankylä Tähtelä","2023","02","10","13:01","2.1","65","0","-3.6","88","-5.3","4"
"Sodankylä Tähtelä","2023","02","10","13:02","2.1","65","0","-3.5","88","-5.3","4"
"Sodankylä Tähtelä","2023","02","10","13:03","2.2","65","0","-3.5","88","-5.3","4"
"Sodankylä Tähtelä","2023","02","10","13:04","2.4","65","0","-3.6","88","-5.3","4"
"Sodankylä Tähtelä","2023","02","10","13:05","2.4","65","0","-3.6","88","-5.3","4"
"Sodankylä Tähtelä","2023","02","10","13:06","2.4","65","0","-3.5","87","-5.3","4"
"Sodankylä Tähtelä","2023","02","10","13:07","2.4","65","0","-3.5","87","-5.3","4.1"
"Sodankylä Tähtelä","2023","02","10","13:08","2.5","65","0","-3.5","87","-5.3","4.1"
"Sodankylä Tähtelä","2023","02","10","13:09","2.5","65","0","-3.5","87","-5.3","4.1"
"Sodankylä Tähtelä","2023","02","10","13:10","2.6","65","0","-3.5","87","-5.3","4.2"
"Sodankylä Tähtelä","2023","02","10","13:11","2.4","65","0","-3.5","88","-5.3","4.2"
"Sodankylä Tähtelä","2023","02","10","13:12","2.3","65","0","-3.5","88","-5.3","4.2"
"Sodankylä Tähtelä","2023","02","10","13:13","2.3","65","0","-3.5","88","-5.3","4.2"
"Sodankylä Tähtelä","2023","02","10","13:14","2.1","65","0","-3.5","87","-5.3","4.2"
"Sodankylä Tähtelä","2023","02","10","13:15","2.1","65","0","-3.5","88","-5.3","4.2"
"Sodankylä Tähtelä","2023","02","10","13:16","2.2","65","0","-3.5","88","-5.3","4.2"
"Sodankylä Tähtelä","2023","02","10","13:17","2","65","0","-3.5","88","-5.3","4.2"
"Sodankylä Tähtelä","2023","02","10","13:18","2","65","0","-3.5","88","-5.3","4.2"
"Sodankylä Tähtelä","2023","02","10","13:19","1.9","65","0","-3.5","88","-5.2","4.2"
"Sodankylä Tähtelä","2023","02","10","13:20","1.7","65","0","-3.5","88","-5.3","3.6"
"Sodankylä Tähtelä","2023","02","10","13:21","1.7","65","0","-3.5","88","-5.2","3.6"
"Sodankylä Tähtelä","2023","02","10","13:22","1.7","65","0","-3.5","88","-5.2","3.6"
"Sodankylä Tähtelä","2023","02","10","13:23","1.8","65","0","-3.5","88","-5.2","3.6"
"Sodankylä Tähtelä","2023","02","10","13:24","1.8","65","0","-3.5","88","-5.1","3.6"
"Sodankylä Tähtelä","2023","02","10","13:25","1.8","65","0","-3.5","88","-5.2","3.6"
"Sodankylä Tähtelä","2023","02","10","13:26","1.8","65","0","-3.5","88","-5.2","3.6"
"Sodankylä Tähtelä","2023","02","10","13:27","1.9","65","0","-3.5","88","-5.2","3.6"
"Sodankylä Tähtelä","2023","02","10","13:28","1.9","65","0","-3.5","88","-5.2","3.4"
"Sodankylä Tähtelä","2023","02","10","13:29","2","65","0","-3.5","88","-5.2","3.4"
"Sodankylä Tähtelä","2023","02","10","13:30","2.1","65","0","-3.5","88","-5.2","3.4"
"Sodankylä Tähtelä","2023","02","10","13:31","2.1","65","0","-3.5","88","-5.2","3.4"
"Sodankylä Tähtelä","2023","02","10","13:32","2.2","65","0","-3.5","88","-5.2","3.8"
"Sodankylä Tähtelä","2023","02","10","13:33","2.2","65","0","-3.5","88","-5.2","3.8"
"Sodankylä Tähtelä","2023","02","10","13:34","2.2","65","0","-3.5","88","-5.2","3.8"
"Sodankylä Tähtelä","2023","02","10","13:35","2.2","65","0","-3.5","88","-5.2","3.8"
"Sodankylä Tähtelä","2023","02","10","13:36","2.2","65","0","-3.5","88","-5.2","3.8"
"Sodankylä Tähtelä","2023","02","10","13:37","2.2","65","0","-3.5","88","-5.3","3.8"
"Sodankylä Tähtelä","2023","02","10","13:38","2.2","65","0","-3.5","88","-5.3","3.8"
"Sodankylä Tähtelä","2023","02","10","13:39","2.3","65","0","-3.5","88","-5.3","4.8"
"Sodankylä Tähtelä","2023","02","10","13:40","2.3","65","0","-3.5","88","-5.3","4.8"
"Sodankylä Tähtelä","2023","02","10","13:41","2.4","65","0","-3.5","88","-5.3","4.8"
"Sodankylä Tähtelä","2023","02","10","13:42","2.5","65","0","-3.5","88","-5.3","4.8"
"Sodankylä Tähtelä","2023","02","10","13:43","2.5","65","0","-3.5","87","-5.3","4.8"
"Sodankylä Tähtelä","2023","02","10","13:44","2.7","65","0","-3.5","88","-5.3","4.8"
"Sodankylä Tähtelä","2023","02","10","13:45","2.9","65","0","-3.5","87","-5.3","5.8"
"Sodankylä Tähtelä","2023","02","10","13:46","2.9","65","0","-3.5","87","-5.3","5.8"
"Sodankylä Tähtelä","2023","02","10","13:47","3","65","0","-3.5","87","-5.4","5.8"
"Sodankylä Tähtelä","2023","02","10","13:48","3.1","65","0","-3.5","87","-5.4","5.8"
"Sodankylä Tähtelä","2023","02","10","13:49","3.2","65","0","-3.5","87","-5.4","6.3"
"Sodankylä Tähtelä","2023","02","10","13:50","3.3","65","0","-3.5","87","-5.4","6.3"
"Sodankylä Tähtelä","2023","02","10","13:51","3.3","65","0","-3.5","87","-5.4","6.3"
"Sodankylä Tähtelä","2023","02","10","13:52","3.4","65","0","-3.6","87","-5.4","6.3"
"Sodankylä Tähtelä","2023","02","10","13:53","3.5","65","0","-3.6","87","-5.5","6.3"
"Sodankylä Tähtelä","2023","02","10","13:54","3.4","65","0","-3.6","87","-5.5","6.3"
"Sodankylä Tähtelä","2023","02","10","13:55","3.4","65","0","-3.6","87","-5.5","6.3"
"Sodankylä Tähtelä","2023","02","10","13:56","3.4","65","0","-3.6","87","-5.4","6.3"
"Sodankylä Tähtelä","2023","02","10","13:57","3.5","65","0","-3.6","87","-5.4","6.3"
"Sodankylä Tähtelä","2023","02","10","13:58","3.5","65","0","-3.6","87","-5.5","6.3"
"Sodankylä Tähtelä","2023","02","10","13:59","3.3","65","0","-3.6","87","-5.5","5.6"
"Sodankylä Tähtelä","2023","02","10","14:00","3.3","65","0","-3.6","87","-5.5","5.6"
"Sodankylä Tähtelä","2023","02","10","14:01","3.3","65","0","-3.6","87","-5.4","5.5"
"Sodankylä Tähtelä","2023","02","10","14:02","3.2","65","0","-3.6","87","-5.5","5.5"
"Sodankylä Tähtelä","2023","02","10","14:03","3.2","65","0","-3.6","87","-5.5","5.5"
"Sodankylä Tähtelä","2023","02","10","14:04","3.2","65","0","-3.7","87","-5.5","5.5"
"Sodankylä Tähtelä","2023","02","10","14:05","3.1","65","0","-3.7","87","-5.5","5.5"
"Sodankylä Tähtelä","2023","02","10","14:06","3.2","65","0","-3.7","87","-5.5","5.5"
"Sodankylä Tähtelä","2023","02","10","14:07","3.3","65","0","-3.7","87","-5.6","5.4"
"Sodankylä Tähtelä","2023","02","10","14:08","3.3","65","0","-3.7","86","-5.7","5.4"
"Sodankylä Tähtelä","2023","02","10","14:09","3.4","65","0","-3.7","86","-5.7","6.2"
"Sodankylä Tähtelä","2023","02","10","14:10","3.4","65","0","-3.7","86","-5.8","6.2"
"Sodankylä Tähtelä","2023","02","10","14:11","3.5","65","0","-3.7","85","-5.8","6.2"
"Sodankylä Tähtelä","2023","02","10","14:12","3.5","65","0","-3.7","85","-5.8","6.2"
"Sodankylä Tähtelä","2023","02","10","14:13","3.4","65","0","-3.7","85","-5.9","6.2"
"Sodankylä Tähtelä","2023","02","10","14:14","3.5","65","0","-3.7","85","-5.9","6.2"
"Sodankylä Tähtelä","2023","02","10","14:15","3.5","65","0","-3.7","85","-5.9","6.2"
"Sodankylä Tähtelä","2023","02","10","14:16","3.3","65","0","-3.7","85","-6","6.2"
"Sodankylä Tähtelä","2023","02","10","14:17","3.2","65","0","-3.8","85","-6","6.2"
"Sodankylä Tähtelä","2023","02","10","14:18","3.2","65","0","-3.8","85","-5.9","6.2"
"Sodankylä Tähtelä","2023","02","10","14:19","3","65","0","-3.8","85","-5.9","5.3"
"Sodankylä Tähtelä","2023","02","10","14:20","3","65","0","-3.8","85","-5.9","5.3"
"Sodankylä Tähtelä","2023","02","10","14:21","2.9","65","0","-3.8","85","-5.9","5.1"
"Sodankylä Tähtelä","2023","02","10","14:22","2.9","65","0","-3.8","85","-5.9","5.1"
"Sodankylä Tähtelä","2023","02","10","14:23","2.9","65","0","-3.8","85","-6","4.5"
"Sodankylä Tähtelä","2023","02","10","14:24","2.8","65","0","-3.8","85","-6","4.5"
"Sodankylä Tähtelä","2023","02","10","14:25","2.9","65","0","-3.8","85","-5.9","4.5"
"Sodankylä Tähtelä","2023","02","10","14:26","3","65","0","-3.9","85","-5.9","4.5"
"Sodankylä Tähtelä","2023","02","10","14:27","3","65","0","-3.9","85","-6","4.5"
"Sodankylä Tähtelä","2023","02","10","14:28","2.9","65","0","-3.9","85","-6","4.5"
"Sodankylä Tähtelä","2023","02","10","14:29","3","65","0","-3.9","85","-6","4.7"
"Sodankylä Tähtelä","2023","02","10","14:30","2.9","65","0","-3.9","86","-6","4.7"
"Sodankylä Tähtelä","2023","02","10","14:31","2.8","65","0","-3.9","85","-6.1","4.7"
"Sodankylä Tähtelä","2023","02","10","14:32","2.8","65","0","-3.9","85","-6.1","4.7"
"Sodankylä Tähtelä","2023","02","10","14:33","2.7","65","0","-4","85","-6.1","4.7"
"Sodankylä Tähtelä","2023","02","10","14:34","2.8","65","0","-4","85","-6.2","4.7"
"Sodankylä Tähtelä","2023","02","10","14:35","2.7","65","0","-4","84","-6.2","4.7"
"Sodankylä Tähtelä","2023","02","10","14:36","2.7","65","0","-4","84","-6.2","4.7"
"Sodankylä Tähtelä","2023","02","10","14:37","2.6","65","0","-4","84","-6.3","4.7"
"Sodankylä Tähtelä","2023","02","10","14:38","2.6","65","0","-4","84","-6.3","4.7"
"Sodankylä Tähtelä","2023","02","10","14:39","2.6","65","0","-4","84","-6.3","4.7"
"Sodankylä Tähtelä","2023","02","10","14:40","2.6","65","0","-4","84","-6.3","4.7"
"Sodankylä Tähtelä","2023","02","10","14:41","2.8","65","0","-4","83","-6.4","5.5"
"Sodankylä Tähtelä","2023","02","10","14:42","2.8","65","0","-4","83","-6.4","5.5"
"Sodankylä Tähtelä","2023","02","10","14:43","2.8","65","0","-4","83","-6.4","5.5"
"Sodankylä Tähtelä","2023","02","10","14:44","2.8","65","0","-4","83","-6.4","5.5"
"Sodankylä Tähtelä","2023","02","10","14:45","2.8","65","0","-4","83","-6.4","5.5"
"Sodankylä Tähtelä","2023","02","10","14:46","2.7","65","0","-4","84","-6.4","5.5"
"Sodankylä Tähtelä","2023","02","10","14:47","2.8","65","0","-4","84","-6.4","5.5"
"Sodankylä Tähtelä","2023","02","10","14:48","2.8","65","0","-4","84","-6.4","5.5"
"Sodankylä Tähtelä","2023","02","10","14:49","2.7","65","0","-4.1","83","-6.5","5.5"
"Sodankylä Tähtelä","2023","02","10","14:50","2.8","65","0","-4.1","84","-6.5","5.5"
"Sodankylä Tähtelä","2023","02","10","14:51","2.6","65","0","-4.2","84","-6.5","4.5"
"Sodankylä Tähtelä","2023","02","10","14:52","2.6","65","0","-4.1","84","-6.5","4.5"
"Sodankylä Tähtelä","2023","02","10","14:53","2.6","65","0","-4.1","84","-6.5","4.5"
"Sodankylä Tähtelä","2023","02","10","14:54","2.5","65","0","-4.1","84","-6.5","4.5"
"Sodankylä Tähtelä","2023","02","10","14:55","2.4","65","0","-4.1","84","-6.5","4.5"
"Sodankylä Tähtelä","2023","02","10","14:56","2.5","65","0","-4.2","83","-6.6","4.5"
"Sodankylä Tähtelä","2023","02","10","14:57","2.3","65","0","-4.2","83","-6.7","4.5"
"Sodankylä Tähtelä","2023","02","10","14:58","2.2","65","0","-4.2","83","-6.7","4.5"
"Sodankylä Tähtelä","2023","02","10","14:59","2.2","65","0","-4.2","83","-6.6","4.5"
"Sodankylä Tähtelä","2023","02","10","15:00","2.1","65","0","-4.2","83","-6.7","4.1"
"Sodankylä Tähtelä","2023","02","10","15:01","2","65","0","-4.2","83","-6.7","4.1"
"Sodankylä Tähtelä","2023","02","10","15:02","1.9","65","0","-4.2","83","-6.7","4.1"
"Sodankylä Tähtelä","2023","02","10","15:03","1.9","65","0","-4.2","83","-6.7","3.9"
"Sodankylä Tähtelä","2023","02","10","15:04","1.9","65","0","-4.2","83","-6.7","3.9"
"Sodankylä Tähtelä","2023","02","10","15:05","2","65","0","-4.2","82","-6.8","3.9"
"Sodankylä Tähtelä","2023","02","10","15:06","2","65","0","-4.3","82","-6.8","3.9"
"Sodankylä Tähtelä","2023","02","10","15:07","2.1","65","0","-4.3","83","-6.8","3.9"
"Sodankylä Tähtelä","2023","02","10","15:08","2.2","65","0","-4.3","83","-6.8","3.9"
"Sodankylä Tähtelä","2023","02","10","15:09","2.3","65","0","-4.3","83","-6.9","3.9"
"Sodankylä Tähtelä","2023","02","10","15:10","2.3","65","0","-4.4","82","-6.9","3.9"
"Sodankylä Tähtelä","2023","02","10","15:11","2.3","65","0","-4.4","82","-7","3.9"
